cutpoint	tp	fn	fp	tn	odd_ratio	AUC	Decouple	Cutoff_high	Group	Cohort
267	2.55743285172747	2	7	0	35	5.28571428571429	0.561904761904762	Other	0.2	T_effector_IFNG_response	PUCH aPD1
268	2.55743285172747	6	8	4	37	3.58333333333333	0.658536585365854	All	0.2	T_effector_IFNG_response	PUCH aPD1
269	1.83140587836958	1	0	0	8	Inf	1	Low	0.2	T_effector_IFNG_response	VanAllen aCTLA4
270	4.50525935516801	1	0	4	3	1	0.428571428571429	High	0.2	T_effector_IFNG_response	VanAllen aCTLA4
271	1.83140587836958	6	0	15	10	1.06666666666667	0.666666666666667	Other	0.2	T_effector_IFNG_response	VanAllen aCTLA4
272	1.83140587836958	7	0	22	10	0.772727272727273	0.571428571428571	All	0.2	T_effector_IFNG_response	VanAllen aCTLA4
273	NA	NA	NA	NA	NA	NA	NA	Low	0.2	T_effector_IFNG_response	Riaz aPD1+CTLA4
274	4.67204167933278	3	0	1	1	4	0.5	High	0.2	T_effector_IFNG_response	Riaz aPD1+CTLA4
275	2.37914209802384	1	0	10	10	1.1	0.5	Other	0.2	T_effector_IFNG_response	Riaz aPD1+CTLA4
276	4.67204167933278	3	1	1	21	12	0.829545454545455	All	0.2	T_effector_IFNG_response	Riaz aPD1+CTLA4
277	0.833092495003701	2	0	3	1	1	0.25	Low	0.2	T_effector_IFNG_response	Riaz aPD1
278	4.17285151020469	1	0	3	1	0.666666666666667	0.25	High	0.2	T_effector_IFNG_response	Riaz aPD1
279	4.33892596838515	1	4	1	12	2.6	0.4	Other	0.2	T_effector_IFNG_response	Riaz aPD1
280	4.17285151020469	2	4	4	13	1.875	0.392156862745098	All	0.2	T_effector_IFNG_response	Riaz aPD1
281	1.28007409784699	4	0	1	2	6	0.833333333333333	Low	0.2	T_effector_IFNG_response	Gide aPD1+CTLA4
282	4.03488366542552	5	0	0	1	Inf	1	High	0.2	T_effector_IFNG_response	Gide aPD1+CTLA4
283	1.81563946409716	13	3	3	7	3.33333333333333	0.76875	Other	0.2	T_effector_IFNG_response	Gide aPD1+CTLA4
284	1.81563946409716	18	3	4	7	3.57142857142857	0.792207792207792	All	0.2	T_effector_IFNG_response	Gide aPD1+CTLA4
285	1.40453391813604	1	0	2	6	3.5	0.75	Low	0.2	T_effector_IFNG_response	Gide aPD1
286	3.34959279726979	7	0	0	1	Inf	1	High	0.2	T_effector_IFNG_response	Gide aPD1
287	2.19518157676174	11	1	6	15	3.71428571428571	0.813492063492063	Other	0.2	T_effector_IFNG_response	Gide aPD1
288	2.19518157676174	18	1	7	15	4.125	0.863636363636364	All	0.2	T_effector_IFNG_response	Gide aPD1
289	1.30212791467034	2	0	4	4	1.5	0.5	Low	0.2	CD8_T_effector_POPLAR	Liu aPD1+aCTLA4
290	4.05282510674191	4	1	2	2	2	0.55	High	0.2	CD8_T_effector_POPLAR	Liu aPD1+aCTLA4
291	2.51859517877762	9	2	13	14	1.53333333333333	0.606060606060606	Other	0.2	CD8_T_effector_POPLAR	Liu aPD1+aCTLA4
292	2.51859517877762	14	2	17	14	1.47368421052632	0.651209677419355	All	0.2	CD8_T_effector_POPLAR	Liu aPD1+aCTLA4
293	0.372198404958601	5	0	9	1	0.666666666666667	0.38	Low	0.2	CD8_T_effector_POPLAR	Liu aPD1
294	4.13899458865085	4	2	2	6	2.5	0.6875	High	0.2	CD8_T_effector_POPLAR	Liu aPD1
295	1.97620259890228	14	10	17	16	1.11111111111111	0.453282828282828	Other	0.2	CD8_T_effector_POPLAR	Liu aPD1
296	4.13899458865085	5	25	2	39	1.62962962962963	0.490243902439024	All	0.2	CD8_T_effector_POPLAR	Liu aPD1
297	1.50704965782753	1	1	0	10	11	0.55	Low	0.2	CD8_T_effector_POPLAR	PUCH aPD1
298	2.601603068677	5	0	2	4	4.5	0.866666666666667	High	0.2	CD8_T_effector_POPLAR	PUCH aPD1
299	1.85315165838384	7	2	7	28	3.88888888888889	0.746031746031746	Other	0.2	CD8_T_effector_POPLAR	PUCH aPD1
300	1.85315165838384	12	2	12	29	2.92857142857143	0.780487804878049	All	0.2	CD8_T_effector_POPLAR	PUCH aPD1
301	1.76497200126732	1	0	0	8	Inf	1	Low	0.2	CD8_T_effector_POPLAR	VanAllen aCTLA4
302	4.79493208514432	1	0	3	4	1.66666666666667	0.571428571428571	High	0.2	CD8_T_effector_POPLAR	VanAllen aCTLA4
303	2.45624979254505	5	1	9	16	2.1	0.653333333333333	Other	0.2	CD8_T_effector_POPLAR	VanAllen aCTLA4
304	2.45624979254505	6	1	16	16	1.29411764705882	0.566964285714286	All	0.2	CD8_T_effector_POPLAR	VanAllen aCTLA4
305	NA	NA	NA	NA	NA	NA	NA	Low	0.2	CD8_T_effector_POPLAR	Riaz aPD1+CTLA4
306	5.73605914893359	3	0	1	1	4	0.666666666666667	High	0.2	CD8_T_effector_POPLAR	Riaz aPD1+CTLA4
307	3.42381795095678	1	0	10	10	1.1	0.5	Other	0.2	CD8_T_effector_POPLAR	Riaz aPD1+CTLA4
308	5.73605914893359	3	1	2	20	7.66666666666667	0.829545454545455	All	0.2	CD8_T_effector_POPLAR	Riaz aPD1+CTLA4
309	1.61660454322511	2	0	3	1	1	0.375	Low	0.2	CD8_T_effector_POPLAR	Riaz aPD1
310	5.35334518866848	1	0	2	2	1.5	0.5	High	0.2	CD8_T_effector_POPLAR	Riaz aPD1
311	5.89950824623682	1	4	0	13	3.5	0.446153846153846	Other	0.2	CD8_T_effector_POPLAR	Riaz aPD1
312	5.35334518866848	2	4	3	14	2.28571428571429	0.450980392156863	All	0.2	CD8_T_effector_POPLAR	Riaz aPD1
313	1.63742222721222	3	1	0	3	6	0.833333333333333	Low	0.2	CD8_T_effector_POPLAR	Gide aPD1+CTLA4
314	4.02651629811103	5	0	0	1	Inf	1	High	0.2	CD8_T_effector_POPLAR	Gide aPD1+CTLA4
315	1.63742222721222	15	1	4	6	4.2	0.7875	Other	0.2	CD8_T_effector_POPLAR	Gide aPD1+CTLA4
316	1.63742222721222	20	1	5	6	4.33333333333333	0.813852813852814	All	0.2	CD8_T_effector_POPLAR	Gide aPD1+CTLA4
317	1.1572977900887	1	0	3	5	2	0.625	Low	0.2	CD8_T_effector_POPLAR	Gide aPD1
318	3.67030024676397	7	0	0	1	Inf	1	High	0.2	CD8_T_effector_POPLAR	Gide aPD1
319	1.99596226621754	11	1	5	16	4.5	0.821428571428571	Other	0.2	CD8_T_effector_POPLAR	Gide aPD1
320	1.99596226621754	18	1	6	16	4.85714285714286	0.854066985645933	All	0.2	CD8_T_effector_POPLAR	Gide aPD1
321	5.9495127824224	1	1	0	8	9	0.5625	Low	0.2	TGFB	Liu aPD1+aCTLA4
322	4.54209062507597	5	0	1	3	8	0.8	High	0.2	TGFB	Liu aPD1+aCTLA4
323	5.36396122292897	7	4	9	18	1.92307692307692	0.62962962962963	Other	0.2	TGFB	Liu aPD1+aCTLA4
324	5.36396122292897	9	7	10	21	1.76470588235294	0.616935483870968	All	0.2	TGFB	Liu aPD1+aCTLA4
325	4.36294454631438	5	0	9	1	0.666666666666667	0.18	Low	0.2	TGFB	Liu aPD1
326	4.4138706099381	6	0	6	2	1.33333333333333	0.395833333333333	High	0.2	TGFB	Liu aPD1
327	4.36294454631438	22	2	27	6	0.96551724137931	0.443181818181818	Other	0.2	TGFB	Liu aPD1
328	4.36294454631438	28	2	33	8	1.02857142857143	0.438211382113821	All	0.2	TGFB	Liu aPD1
329	5.25647740691053	2	0	5	5	1.4	0.5	Low	0.2	TGFB	PUCH aPD1
330	5.65535409916895	3	2	0	6	4.5	0.766666666666667	High	0.2	TGFB	PUCH aPD1
331	4.92974565123168	8	1	19	16	1.2	0.596825396825397	Other	0.2	TGFB	PUCH aPD1
332	4.92974565123168	12	2	22	19	1.29166666666667	0.663763066202091	All	0.2	TGFB	PUCH aPD1
333	5.52547111310261	1	0	2	6	3.5	0.75	Low	0.2	TGFB	VanAllen aCTLA4
334	5.91241069330952	1	0	2	5	3	0.714285714285714	High	0.2	TGFB	VanAllen aCTLA4
335	4.9254963759723	6	0	17	8	0.823529411764706	0.54	Other	0.2	TGFB	VanAllen aCTLA4
336	4.9254963759723	7	0	21	11	0.857142857142857	0.589285714285714	All	0.2	TGFB	VanAllen aCTLA4
337	NA	NA	NA	NA	NA	NA	NA	Low	0.2	TGFB	Riaz aPD1+CTLA4
338	5.02465578840933	2	1	0	2	4	0.666666666666667	High	0.2	TGFB	Riaz aPD1+CTLA4
339	4.85223277918037	1	0	13	7	0.615384615384615	0.35	Other	0.2	TGFB	Riaz aPD1+CTLA4
340	4.49755104276213	4	0	18	4	0.444444444444444	0.465909090909091	All	0.2	TGFB	Riaz aPD1+CTLA4
341	4.84877495070965	2	0	3	1	1	0.375	Low	0.2	TGFB	Riaz aPD1
342	4.47920374658958	1	0	3	1	0.666666666666667	0.25	High	0.2	TGFB	Riaz aPD1
343	5.89340135627248	3	2	3	10	2.6	0.507692307692308	Other	0.2	TGFB	Riaz aPD1
344	5.89340135627248	3	3	5	12	1.875	0.431372549019608	All	0.2	TGFB	Riaz aPD1
345	5.96302728739054	3	1	0	3	6	0.75	Low	0.2	TGFB	Gide aPD1+CTLA4
346	5.6937545764487	2	3	0	1	1	0.4	High	0.2	TGFB	Gide aPD1+CTLA4
347	5.6997179432913	8	8	2	8	1.6	0.525	Other	0.2	TGFB	Gide aPD1+CTLA4
348	5.6937545764487	10	11	2	9	1.46153846153846	0.493506493506494	All	0.2	TGFB	Gide aPD1+CTLA4
349	Inf	0	1	0	8	8	0	Low	0.2	TGFB	Gide aPD1
350	4.74865289280871	7	0	0	1	Inf	1	High	0.2	TGFB	Gide aPD1
351	4.90474833225943	11	1	16	5	0.941176470588235	0.44047619047619	Other	0.2	TGFB	Gide aPD1
352	4.90474833225943	17	2	16	6	1.27777777777778	0.471291866028708	All	0.2	TGFB	Gide aPD1
353	1.26514278781189	2	0	3	5	2.33333333333333	0.6875	Low	0.2	Myeloid_inflammation	Liu aPD1+aCTLA4
354	2.29046375051703	3	2	1	3	2	0.6	High	0.2	Myeloid_inflammation	Liu aPD1+aCTLA4
355	1.15898429141712	9	2	14	13	1.375	0.622895622895623	Other	0.2	Myeloid_inflammation	Liu aPD1+aCTLA4
356	1.05302574962435	15	1	20	11	1.23809523809524	0.633064516129032	All	0.2	Myeloid_inflammation	Liu aPD1+aCTLA4
357	1.35884473431739	3	2	5	5	1.14285714285714	0.34	Low	0.2	Myeloid_inflammation	Liu aPD1
358	1.36735116081045	5	1	5	3	1.33333333333333	0.416666666666667	High	0.2	Myeloid_inflammation	Liu aPD1
359	3.14945817453897	3	21	1	32	1.59090909090909	0.493686868686869	Other	0.2	Myeloid_inflammation	Liu aPD1
360	1.30937011458245	22	8	27	14	1.02857142857143	0.485365853658537	All	0.2	Myeloid_inflammation	Liu aPD1
361	0.222953964607566	2	0	8	2	0.5	0.3	Low	0.2	Myeloid_inflammation	PUCH aPD1
362	1.82707317212959	4	1	4	2	1.2	0.466666666666667	High	0.2	Myeloid_inflammation	PUCH aPD1
363	2.21734025005777	4	5	9	26	2.14285714285714	0.504761904761905	Other	0.2	Myeloid_inflammation	PUCH aPD1
364	1.82707317212959	9	5	17	24	1.5	0.541811846689895	All	0.2	Myeloid_inflammation	PUCH aPD1
365	2.47879567757974	1	0	1	7	8	0.875	Low	0.2	Myeloid_inflammation	VanAllen aCTLA4
366	2.83791284413679	1	0	0	7	Inf	1	High	0.2	Myeloid_inflammation	VanAllen aCTLA4
367	2.1400899008936	2	4	4	21	2.875	0.473333333333333	Other	0.2	Myeloid_inflammation	VanAllen aCTLA4
368	2.1400899008936	3	4	7	25	2.54545454545455	0.517857142857143	All	0.2	Myeloid_inflammation	VanAllen aCTLA4
369	NA	NA	NA	NA	NA	NA	NA	Low	0.2	Myeloid_inflammation	Riaz aPD1+CTLA4
370	2.01026877033362	3	0	1	1	4	0.666666666666667	High	0.2	Myeloid_inflammation	Riaz aPD1+CTLA4
371	2.76137035767396	1	0	5	15	3.2	0.75	Other	0.2	Myeloid_inflammation	Riaz aPD1+CTLA4
372	2.01026877033362	4	0	9	13	1.88888888888889	0.681818181818182	All	0.2	Myeloid_inflammation	Riaz aPD1+CTLA4
373	6.61354886433495	1	1	0	4	5	0.625	Low	0.2	Myeloid_inflammation	Riaz aPD1
374	2.61869556928719	1	0	2	2	1.5	0.5	High	0.2	Myeloid_inflammation	Riaz aPD1
375	2.70407832696141	3	2	2	11	3.5	0.661538461538462	Other	0.2	Myeloid_inflammation	Riaz aPD1
376	2.61869556928719	4	2	4	13	2.83333333333333	0.637254901960784	All	0.2	Myeloid_inflammation	Riaz aPD1
377	1.89225059987085	3	1	1	2	2.5	0.583333333333333	Low	0.2	Myeloid_inflammation	Gide aPD1+CTLA4
378	3.0022375272085	2	3	0	1	1	0.4	High	0.2	Myeloid_inflammation	Gide aPD1+CTLA4
379	2.67629666600916	7	9	1	9	1.6	0.5875	Other	0.2	Myeloid_inflammation	Gide aPD1+CTLA4
380	2.67629666600916	9	12	1	10	1.46153846153846	0.588744588744589	All	0.2	Myeloid_inflammation	Gide aPD1+CTLA4
381	0.588865869072625	1	0	7	1	0.285714285714286	0.125	Low	0.2	Myeloid_inflammation	Gide aPD1
382	1.86695636902846	6	1	0	1	7	0.857142857142857	High	0.2	Myeloid_inflammation	Gide aPD1
383	2.01233508674994	10	2	8	13	2.3	0.714285714285714	Other	0.2	Myeloid_inflammation	Gide aPD1
384	1.66250543176182	17	2	11	11	2.15384615384615	0.705741626794258	All	0.2	Myeloid_inflammation	Gide aPD1
385	0.114253393932996	1	1	0	8	9	0.5	Low	0.2	12_cheomokine	Liu aPD1+aCTLA4
386	0.0966599473750787	3	2	0	4	3.5	0.75	High	0.2	12_cheomokine	Liu aPD1+aCTLA4
387	0.114210156226086	3	8	1	26	3.22222222222222	0.515151515151515	Other	0.2	12_cheomokine	Liu aPD1+aCTLA4
388	0.114210156226086	3	13	1	30	2.35714285714286	0.514112903225806	All	0.2	12_cheomokine	Liu aPD1+aCTLA4
389	0.106222145333649	4	1	1	9	6.5	0.88	Low	0.2	12_cheomokine	Liu aPD1
390	0.0455714521259798	6	0	6	2	1.33333333333333	0.395833333333333	High	0.2	12_cheomokine	Liu aPD1
391	0.102210112532644	15	9	8	25	2.35294117647059	0.690656565656566	Other	0.2	12_cheomokine	Liu aPD1
392	0.102210112532644	15	15	9	32	1.95833333333333	0.608130081300813	All	0.2	12_cheomokine	Liu aPD1
393	0.171472150325314	1	1	0	10	11	0.55	Low	0.2	12_cheomokine	PUCH aPD1
394	0.15393034490199	1	4	0	6	1.75	0.5	High	0.2	12_cheomokine	PUCH aPD1
395	0.161604557658965	5	4	7	28	3	0.526984126984127	Other	0.2	12_cheomokine	PUCH aPD1
396	0.161604557658965	5	9	7	34	2.4375	0.454703832752613	All	0.2	12_cheomokine	PUCH aPD1
397	-0.0594634732615201	1	0	3	5	2	0.625	Low	0.2	12_cheomokine	VanAllen aCTLA4
398	Inf	0	1	0	7	7	0	High	0.2	12_cheomokine	VanAllen aCTLA4
399	-0.152670924959329	4	2	9	16	1.81818181818182	0.553333333333333	Other	0.2	12_cheomokine	VanAllen aCTLA4
400	-0.128441786264339	3	4	7	25	2.54545454545455	0.482142857142857	All	0.2	12_cheomokine	VanAllen aCTLA4
401	NA	NA	NA	NA	NA	NA	NA	Low	0.2	12_cheomokine	Riaz aPD1+CTLA4
402	0.0246253085090127	1	2	0	2	1.5	0.333333333333333	High	0.2	12_cheomokine	Riaz aPD1+CTLA4
403	-0.061192902869713	1	0	4	16	4.25	0.8	Other	0.2	12_cheomokine	Riaz aPD1+CTLA4
404	-0.061192902869713	2	2	5	17	2.71428571428571	0.534090909090909	All	0.2	12_cheomokine	Riaz aPD1+CTLA4
405	Inf	0	2	0	4	2	0.125	Low	0.2	12_cheomokine	Riaz aPD1
406	0.06002867197903	1	0	0	4	Inf	1	High	0.2	12_cheomokine	Riaz aPD1
407	-0.118291972477136	5	0	10	3	0.8	0.584615384615385	Other	0.2	12_cheomokine	Riaz aPD1
408	-0.118291972477136	6	0	12	5	0.916666666666667	0.647058823529412	All	0.2	12_cheomokine	Riaz aPD1
409	-0.0996984079138332	4	0	2	1	2.5	0.583333333333333	Low	0.2	12_cheomokine	Gide aPD1+CTLA4
410	Inf	0	5	0	1	0.2	0	High	0.2	12_cheomokine	Gide aPD1+CTLA4
411	-0.061637269305758	2	14	0	10	0.857142857142857	0.30625	Other	0.2	12_cheomokine	Gide aPD1+CTLA4
412	-0.061637269305758	2	19	1	10	0.6	0.25974025974026	All	0.2	12_cheomokine	Gide aPD1+CTLA4
413	-0.111334902820251	1	0	7	1	0.285714285714286	0.125	Low	0.2	12_cheomokine	Gide aPD1
414	Inf	0	7	0	1	0.142857142857143	0	High	0.2	12_cheomokine	Gide aPD1
415	Inf	0	12	0	21	1.75	0.321428571428571	Other	0.2	12_cheomokine	Gide aPD1
416	-0.122084244440588	15	4	17	5	0.952380952380952	0.368421052631579	All	0.2	12_cheomokine	Gide aPD1
